,Temperature,Humidity,PM2,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
345,34.4,85.0,31.7,53.6,50.5,35.4,2.5,3.8,822,Hazardous
346,19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,262,Good
347,26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,Good
348,50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,588,Hazardous
349,20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,276,Good
350,36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,875,Hazardous
351,24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,Good
352,34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,Moderate
353,37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,Hazardous
354,29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,Moderate
355,23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,Good
356,19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,Good
357,26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,Good
358,24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,Good
359,24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,Good
360,25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,Good
361,27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,Moderate
362,44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,685,Poor
363,22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,Good
364,30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,332,Good
365,22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,Good
366,43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,801,Poor
367,26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,613,Moderate
368,27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,Good
369,26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,368,Good
370,38.1,61.3,8.5,27.1,21.9,13.0,1.61,5.5,343,Moderate
371,44.8,113.0,30.2,52.0,41.5,23.3,2.53,3.3,677,Hazardous
372,26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,576,Moderate
373,35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,Poor
374,30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,Moderate
375,33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,737,Poor
376,27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,Moderate
377,30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,Moderate
378,23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,Good
379,39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,482,Moderate
380,33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,Moderate
381,40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,Poor
382,21.8,53.6,1.9,13.1,20.8,9.0,1.43,5.0,309,Moderate
383,27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,Moderate
384,31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,631,Poor
385,29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,Moderate
386,30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393,Moderate
387,36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,726,Poor
388,28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,Good
389,42.1,87.0,83.5,97.7,42.5,5.3,2.18,11.6,712,Poor
390,25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,Good
391,35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,560,Hazardous
392,31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,Poor
393,41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713,Poor
394,25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354,Good
395,24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,Good
396,24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,Good
397,27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,Poor
398,32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,643,Poor
399,34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,439,Moderate
400,27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441,Good
401,41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,Poor
402,30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,Moderate
403,27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,Good
404,40.3,89.3,193.1,212.6,39.0,18.2,2.32,10.2,758,Hazardous
405,24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,Poor
406,28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,Moderate
407,26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,Good
408,24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,Good
409,27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,Moderate
410,32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,643,Poor
411,36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,565,Moderate
412,35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421,Moderate
413,31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,804,Poor
414,36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,Poor
415,24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,Moderate
416,29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,Good
417,33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,Moderate
418,20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,Good
419,25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384,Good
420,30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561,Moderate
421,23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,Good
422,21.2,64.0,0.8,7.1,15.7,4.7,0.87,13.1,456,Good
423,23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,Good
424,21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,Good
425,23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,Good
426,39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,787,Hazardous
427,37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,Poor
428,32.9,110.4,20.8,40.4,32.0,25.8,2.5,5.0,775,Hazardous
429,32.9,63.2,13.1,24.0,23.1,4.1,1.32,11.1,522,Moderate
430,32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,298,Moderate
431,37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,Poor
432,24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,Good
433,33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712,Poor
434,33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,Good
435,23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,Good
436,32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate
437,20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,Good
438,26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,Good
439,29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,554,Moderate
440,28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,Moderate
441,36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,681,Poor
442,20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,Good
443,26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,350,Good
444,28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,Good
445,24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,Good
446,41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,Moderate
447,25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,Good
448,26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,Good
449,30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good
450,38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,311,Moderate
451,24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,Good
452,40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,Poor
453,16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,Good
454,31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good
455,27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate
456,26.5,59.9,92.7,98.0,25.4,-0.5,0.92,11.6,485,Good
457,22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,Good
458,40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor
459,24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,Good
460,31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,Moderate
461,31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670,Hazardous
462,33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,679,Moderate
463,31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,Moderate
464,24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,399,Good
465,27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous
466,27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638,Moderate
467,29.2,60.8,28.6,47.1,32.4,25.0,1.41,4.9,611,Poor
468,27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,Good
469,36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate
470,27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,Good
471,39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,Moderate
472,25.0,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269,Good
473,24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,277,Good
474,38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,Poor
475,22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,Moderate
476,24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442,Good
477,31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,Hazardous
478,33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,685,Poor
479,22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210,Good
480,27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,233,Good
481,23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347,Good
482,37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,Moderate
483,21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,498,Poor
484,26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,Good
485,27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,Moderate
486,32.3,63.1,3.0,12.2,18.1,12.3,1.36,10.4,314,Moderate
487,33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,Moderate
488,27.5,88.9,40.1,68.0,32.1,13.8,2.25,4.8,413,Poor
489,36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,594,Hazardous
490,23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474,Good
491,23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,332,Moderate
492,29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,Poor
493,23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,Good
494,30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,Moderate
495,21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,Good
496,24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572,Good
497,32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448,Poor
498,34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,Poor
499,35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,Poor
500,25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,Moderate
501,39.3,84.6,69.1,91.7,32.7,16.5,1.85,4.3,513,Poor
502,29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,Good
503,25.4,72.7,11.9,15.3,20.6,8.3,1.46,6.8,503,Moderate
504,18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691,Poor
505,34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622,Moderate
506,28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,Good
507,31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565,Good
508,40.1,62.1,47.7,67.7,31.6,-4.1,2.54,4.9,570,Poor
509,35.4,120.5,47.7,61.2,49.3,24.2,2.36,5.2,662,Hazardous
510,31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,Moderate
511,26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542,Good
512,44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643,Poor
513,44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,Hazardous
514,25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387,Good
515,24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529,Moderate
516,22.8,73.0,0.6,5.4,24.1,4.2,0.87,10.6,381,Good
517,32.1,80.3,13.7,28.6,37.0,14.9,1.76,4.7,807,Poor
518,26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,Moderate
519,35.7,94.8,13.5,38.4,33.2,11.0,1.65,3.9,749,Poor
520,28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,Good
521,24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,Good
522,31.8,90.8,11.0,19.1,35.1,8.3,2.1,4.2,513,Poor
523,27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539,Moderate
524,27.7,51.1,16.1,20.2,26.0,6.0,0.99,10.6,562,Good
525,33.6,84.2,186.7,209.8,36.8,13.4,2.57,5.8,879,Hazardous
526,32.7,63.2,34.4,39.6,28.8,11.0,1.54,7.2,296,Moderate
527,39.3,92.3,16.0,36.1,51.6,23.9,2.3,7.3,476,Hazardous
528,33.7,82.4,2.1,9.9,26.7,15.0,1.51,8.8,407,Moderate
529,46.1,105.2,56.5,70.0,22.8,25.6,2.41,6.8,524,Hazardous
530,21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,Good
531,24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,Good
532,24.5,63.2,2.0,8.7,22.9,5.0,1.07,12.3,561,Good
533,31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,Poor
534,17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501,Good
535,35.7,80.2,35.0,45.9,32.0,9.3,1.59,5.5,531,Moderate
536,20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573,Good
537,26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,Moderate
538,32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482,Poor
539,39.0,89.4,55.3,80.7,45.1,6.7,1.83,9.2,792,Poor
540,20.3,64.8,37.3,42.7,21.4,3.2,1.03,10.0,335,Good
541,33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,Moderate
542,24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549,Moderate
543,32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331,Moderate
544,24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612,Moderate
545,34.5,105.1,7.5,31.7,54.9,18.4,2.99,5.2,561,Hazardous
546,27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,Good
547,27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,Good
548,36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495,Moderate
549,38.5,96.6,1.0,29.0,56.8,25.8,3.02,5.7,571,Hazardous
550,33.9,78.3,16.5,31.2,30.4,19.8,1.73,4.0,411,Poor
551,26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645,Moderate
552,33.2,92.5,20.0,35.6,37.4,6.9,1.62,4.1,655,Poor
553,26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544,Moderate
554,35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438,Poor
555,25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401,Good
556,34.3,77.6,6.9,14.1,29.1,17.0,1.87,5.4,694,Poor
557,33.3,92.2,5.0,25.3,29.8,19.7,1.41,3.9,494,Poor
558,26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,Good
559,28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,Moderate
560,38.0,70.0,108.8,132.1,23.3,21.9,2.28,8.1,616,Poor
561,38.2,69.1,37.4,49.4,21.7,10.0,1.82,5.1,540,Moderate
562,31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,Poor
563,25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276,Good
564,40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446,Poor
565,23.9,54.6,0.8,5.8,18.0,-0.6,0.92,13.2,363,Good
566,28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642,Poor
567,27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560,Good
568,31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,Good
569,27.6,69.8,16.8,30.0,27.7,8.9,1.74,12.2,564,Moderate
570,23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,Good
571,40.9,76.9,153.9,176.5,37.4,18.5,3.4,5.3,821,Hazardous
572,35.0,72.8,74.5,92.2,38.8,19.9,2.27,3.0,623,Hazardous
573,29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438,Moderate
574,25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551,Moderate
575,34.9,78.5,2.8,19.1,29.1,17.8,1.47,6.0,534,Moderate
576,25.7,68.7,12.4,16.9,10.0,6.0,1.24,10.3,470,Good
577,29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536,Good
578,28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,Moderate
579,30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,Moderate
580,24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,Good
581,25.9,63.5,15.9,23.5,29.6,11.2,1.44,6.0,394,Moderate
582,28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,Good
583,24.5,70.4,2.2,9.0,10.9,5.1,0.94,14.6,228,Good
584,24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316,Moderate
585,38.9,61.8,28.1,52.2,48.8,22.7,2.19,5.6,538,Poor
586,29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,Moderate
587,34.1,76.7,3.5,10.5,21.9,3.9,1.23,10.4,299,Good
588,36.6,97.4,13.3,31.4,28.7,28.5,2.04,3.4,678,Poor
589,21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,Good
590,28.6,84.4,17.7,33.8,34.3,21.7,2.42,4.0,712,Poor
591,32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199,Good
592,38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,Moderate
593,31.7,70.0,8.4,19.9,24.7,9.8,1.35,6.7,438,Moderate
594,37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516,Poor
595,24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455,Good
596,28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213,Good
597,27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479,Moderate
598,39.8,82.0,14.1,22.2,32.7,12.8,1.26,5.3,457,Moderate
599,30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,Moderate
600,36.5,90.3,5.1,31.6,27.9,10.5,2.12,5.1,630,Poor
601,32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355,Moderate
602,29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498,Moderate
603,35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,Poor
604,23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,Moderate
605,37.2,98.9,37.7,57.5,54.3,30.6,2.45,5.1,572,Hazardous
606,18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,Good
607,32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536,Good
608,32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632,Moderate
609,24.4,53.9,8.0,13.3,17.0,5.3,0.84,10.8,335,Good
610,21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483,Good
611,30.4,60.3,11.3,11.9,24.9,3.7,1.44,6.7,635,Moderate
612,45.9,84.1,40.0,58.3,42.0,25.9,1.94,2.6,951,Hazardous
613,31.0,42.0,8.4,12.3,15.1,7.3,0.88,11.8,594,Good
614,27.4,79.5,27.5,31.7,31.0,11.2,1.35,5.3,367,Moderate
615,34.1,80.0,14.6,22.3,26.1,16.2,1.7,5.7,321,Moderate
616,31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494,Moderate
617,28.7,66.8,7.3,15.0,17.2,15.1,1.28,5.6,593,Moderate
618,29.9,46.2,5.9,12.2,13.3,4.7,0.99,10.0,377,Good
619,30.8,66.2,25.8,28.9,18.1,6.8,1.0,5.2,603,Moderate
620,26.4,66.0,3.5,14.4,23.7,7.0,1.74,5.0,511,Moderate
621,25.2,85.8,47.2,55.6,25.4,11.5,1.35,7.8,337,Moderate
622,19.7,68.0,4.7,8.4,24.8,5.5,0.77,10.6,297,Good
623,25.4,77.4,4.4,16.3,23.9,11.2,1.5,5.6,652,Moderate
624,28.8,82.8,25.1,43.8,25.7,25.7,1.85,4.2,623,Poor
625,19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452,Good
626,30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420,Poor
627,23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562,Good
628,31.0,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464,Moderate
629,24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203,Good
630,32.5,75.0,55.6,61.0,29.6,9.7,1.7,5.8,455,Poor
631,36.2,71.8,65.2,79.4,16.6,25.8,3.29,4.6,493,Hazardous
632,27.9,65.4,88.9,96.5,35.9,11.4,1.99,8.2,718,Poor
633,21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,Good
634,29.3,79.8,3.9,13.9,21.9,6.4,1.72,7.0,337,Moderate
635,28.3,64.4,5.8,11.8,20.5,4.0,0.98,11.6,485,Good
636,23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364,Good
637,26.1,73.1,65.9,69.0,30.2,11.2,1.6,5.7,529,Moderate
638,39.1,85.2,7.1,27.9,35.5,8.9,2.21,3.8,622,Poor
639,36.9,106.5,23.1,34.7,37.4,24.3,2.3,2.7,726,Hazardous
640,33.4,69.8,5.8,14.5,38.2,8.4,1.66,12.0,444,Poor
641,24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329,Good
642,30.7,80.5,19.9,34.2,19.9,8.4,1.43,6.8,527,Moderate
643,24.0,56.3,89.6,98.3,24.6,10.8,1.14,5.4,538,Moderate
644,26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262,Good
645,30.9,78.3,10.5,24.0,35.2,15.4,1.35,11.6,326,Moderate
646,25.8,70.1,7.1,10.7,26.5,4.1,0.94,11.2,344,Good
647,29.3,67.6,11.4,16.8,26.7,9.1,0.83,10.9,488,Good
648,33.2,67.6,28.0,36.5,30.3,19.0,1.99,3.8,571,Poor
649,37.7,78.2,22.0,25.8,17.9,9.3,1.97,6.0,697,Moderate
650,27.2,75.0,2.6,15.4,23.5,10.7,1.31,6.2,500,Moderate
651,33.4,88.2,74.2,91.6,40.3,15.0,1.83,5.5,656,Poor
652,23.0,79.9,0.3,9.8,23.0,10.2,1.73,8.9,264,Moderate
653,23.6,49.7,10.3,14.0,17.9,5.5,0.87,10.9,595,Good
654,43.1,102.0,1.5,12.4,31.9,18.9,2.2,3.9,492,Poor
655,29.6,74.8,15.3,28.4,20.2,10.4,1.45,5.6,373,Moderate
656,23.4,86.5,6.0,21.3,21.1,20.9,2.44,6.3,505,Poor
657,31.4,76.2,4.6,20.9,26.2,11.3,1.49,6.8,296,Moderate
658,31.7,78.9,18.4,33.4,37.2,12.4,1.3,6.3,500,Moderate
659,44.3,88.4,2.6,13.3,35.0,16.2,2.31,4.8,757,Poor
660,24.3,76.5,27.1,34.1,23.4,3.1,0.98,11.0,387,Good
661,21.9,71.4,15.0,19.3,18.2,1.6,1.0,18.8,505,Good
662,36.3,54.9,66.3,75.5,25.3,13.4,1.29,6.1,413,Moderate
663,37.3,86.8,41.6,62.9,33.0,20.0,2.09,5.1,734,Hazardous
664,21.2,55.9,7.8,10.7,19.7,7.6,1.14,12.1,436,Good
665,24.4,67.7,0.3,4.3,17.0,6.9,0.93,13.3,370,Good
666,27.1,88.3,20.9,25.4,35.1,4.5,1.75,6.1,506,Moderate
667,35.0,101.3,108.6,124.5,38.5,11.8,2.22,4.4,511,Poor
668,23.2,51.7,49.0,56.7,17.7,21.3,1.59,7.4,621,Moderate
669,39.6,72.4,17.7,29.3,38.1,21.8,2.31,3.3,790,Hazardous
670,26.2,36.9,4.4,10.8,26.0,3.2,1.0,21.8,221,Good
671,27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337,Good
672,26.4,53.4,23.2,33.9,17.2,9.9,1.29,7.5,392,Moderate
673,29.1,52.3,15.2,32.4,25.4,8.8,1.47,6.4,663,Moderate
674,31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269,Good
675,30.6,71.3,12.1,16.0,14.8,5.5,1.01,10.6,500,Good
676,29.0,70.1,28.8,40.1,23.1,0.8,1.54,7.0,531,Moderate
677,39.2,47.2,7.8,13.0,31.6,12.5,1.85,8.8,371,Moderate
678,32.5,80.7,27.8,41.2,41.6,12.9,1.74,4.2,623,Poor
679,36.2,62.4,34.7,53.1,22.8,7.8,1.27,6.7,407,Moderate
680,24.5,47.0,7.0,10.9,25.6,7.9,0.86,11.1,458,Good
681,48.4,89.1,14.7,32.7,52.0,0.0,2.59,2.6,664,Hazardous
682,31.2,50.6,73.4,84.9,29.4,7.4,1.34,6.4,578,Moderate
683,28.9,69.2,9.7,20.5,29.3,6.5,1.29,5.0,552,Moderate
684,27.0,86.7,4.7,20.1,28.6,8.9,1.74,9.6,653,Moderate
685,23.1,72.0,0.4,7.5,13.9,8.1,0.95,10.2,310,Good
686,38.8,78.7,3.1,21.2,43.4,16.0,2.02,3.6,772,Hazardous
687,25.3,64.5,30.9,47.8,27.8,11.3,1.63,5.3,389,Moderate
688,41.2,80.2,10.8,34.5,25.7,11.4,2.08,3.7,714,Poor
689,26.6,67.8,11.2,12.1,28.3,4.1,1.01,11.9,551,Good
690,33.6,67.3,25.8,34.1,29.3,16.5,1.55,3.8,425,Poor
691,43.7,89.5,5.3,18.6,36.3,7.7,1.83,4.0,656,Poor
